row_index,id,school_name,telephone,address,city,state,zip,website,cc_score,avg_ACT,avg_math_SAT,avg_read_SAT,avg_write_SAT,avg_GPA,accept_rate,undergrad_population,graduate_population,region,usn_popular_majors,freshman_retention,student_faculty_ratio,school_type,school_setting,academic_calendar,campus_size,motto,affiliation,athletics,president,mascot,school_color,number_of_students,logo,qs_score,qs_rank,n_popular_majors,median_earn_6_years,graduation_rate,employment_rate,average_aid,application_fee,student_athletic_percentage,application_deadline,application_website,sat_min,sat_max,tuition_fees
320,4710905b-bab5-4f19-b833-619f7d07d511,Corban University,503-581-8600,5000 Deer Park Dr SE,Salem,OR,97301-9392,http://www.corban.edu/,862.7828,24,519,541,510,3.53,0.37,984,214,Far West,N/A,0.79,N/A,private,campus,N/A,140 acres,"""Dedicating Heart and Mind to God""",National Association of Intercollegiate Athletics:Cascade Collegiate Conference:Council for Christian Colleges and Universities,N/A,N/A,Cadmar the Warrior,Navy and Gold,N/A,N/A,N/A,N/A,Education:Business:Psychology:Health Service Preparatory Studies:Biblical Studies:English:Physical Education Teaching and Coaching:Liberal Arts and Humanities:Music History and Literature:Sport and Fitness Management,"37,600",0.5,0.9,"18,730",40,0.32,Rolling Admissions,corban.edu/admissions-aid/apply,1040,1230,24444
321,47fa4dd3-dea0-4265-9aec-5f4353887552,Cornell College,319-895-4000,600 First St. SW,Mount Vernon,IA,52314-1098,http://www.cornellcollege.edu/,969.49646,N/A,N/A,N/A,N/A,3.45,0.61,1025,3,Plains,"Biological and Biomedical Sciences:Business, Management, Marketing, and Related Support Services:Social Sciences:Parks, Recreation, Leisure, and Fitness Studies:Education",0.79,12:1,private,campus,N/A,129 acres,Deus et Humanitas:God and Humanity,United Methodist Church,N/A,Jonathan Brand,N/A,Purple & White,N/A,N/A,N/A,N/A,Economics:Psychology:Kinesiology and Exercise Science:Biochemistry and Molecular Biology:Liberal Arts and Humanities:Sociology:Computer Science:English:International Relations:Elementary Education,"43,000",0.71,0.92,"26,957",0,0.37,February 1,cornellcollege.edu/admissions/application,1100,1340,27009
322,8e4c988e-6712-46e0-a5e3-f3b749d16907,Cornell University,607-255-2000,300 Day Hall,Ithaca,NY,14853,http://www.cornell.edu/,1409.7843,N/A,N/A,N/A,N/A,N/A,0.11,15043,8984,Mid East,"Engineering:Business, Management, Marketing, and Related Support Services:Biological and Biomedical Sciences:Computer and Information Sciences and Support Services:Agriculture, Agriculture Operations, and Related Sciences",0.97,9:1,private,campus,N/A,745 acres,"""I would found an institution where any person can find instruction in any study."":—Ezra Cornell, 1865",Association of American Universities:Association of Public and Land-Grant Universities:National Association of Independent Colleges and Universities,NCAA Division I,Hunter R. Rawlings III,Touchdownthe Bear (unofficial),"Carnelian, white, black",21904,https://www.topuniversities.com/sites/default/files/cornell-university_143_small_0.jpg,73.5,10,Biology:Computer Science:Business:Hospitality and Tourism Management:Agricultural Business:Economics:Mechanical Engineering:Engineering:Political Science and Government:Animal Sciences and Husbandry,"77,200",0.93,0.93,"36,164",80,0.08,January 2,commonapp.org,1390,1550,31449
323,5b9c7d8a-1565-4efa-93fb-c9091fc8f199,Cottey College,417-667-8181,1000 W Austin,Nevada,MO,64772,http://www.cottey.edu/,736.4029,21,520,540,N/A,3.4,0.85,256,0,Plains,"Business, Management, Marketing, and Related Support Services:Biological and Biomedical Sciences:Psychology:English Language and Literature/Letters:Social Sciences",0.69,6:1,private,campus,N/A,17 acres,"For Women, By Women, About Women",N/A,N/A,N/A,"Comets (The Mascot of Cottey Sports Teams,) The Duck (The ""Senior Class"" Mascot, more often associated with Cottey than the Comet.)",N/A,307,N/A,N/A,N/A,Liberal Arts and Humanities:Studio Arts:Business:English:International Business:Music History and Literature:International Relations:Dance:Drama and Theatre Production:Environmental Science,"33,500",0.68,0.92,"12,868",25,N/A,N/A,forms.422x.com/appsynthesis/applicationdata/includes/authentication/logon/logon_start.asp?pid=cottey&aid=206991&ext=1&extid=&referer=,900,1160,17044
324,ebe04229-7d47-4b2e-8691-114e1c31d159,Cornerstone University,616-949-5300,1001 E Beltline Ave NE,Grand Rapids,MI,49525-5897,http://www.cornerstone.edu/,986.76263,22,555,573,492,3.56,0.67,1755,606,Great Lakes,"Business, Management, Marketing, and Related Support Services:Psychology:Theology and Religious Vocations:Communication, Journalism, and Related Programs:Education",0.8,13:1,private,city,N/A,119 acres,N/A,Council for Christian Colleges and Universities,N/A,"Joseph M. Stowell, III",Golden Eagles,Royal BlueandGold,3000,N/A,N/A,N/A,Business:Psychology:Kinesiology and Exercise Science:Religious Vocations:Theological and Ministerial Studies:Elementary Education:Human Services:Marketing:Communications:Social Work and Youth Services,"35,400",0.53,0.92,"17,951",0,0.25,Rolling Admissions,cornerstone.edu/apply,920,1160,20475
325,eeaeec45-ba1a-4f1a-9dd5-f95ed1c5a55d,Cornish College of the Arts,206-726-5151,1000 Lenora Street,Seattle,WA,98121,http://www.cornish.edu/,697.554,N/A,N/A,N/A,N/A,N/A,0.63,654,0,Far West,"Acting:Design and Visual Communications, General:Dance, General:Music Performance, General:Fine/Studio Arts, General",N/A,N/A,private,semester,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drama and Theatre Production:Design and Visual Communications:Dance:Studio Arts:Music Performance:Theatre Design:Interior Architecture:Film and Video Studies,"29,100",0.53,0.9,"17,051",40,N/A,N/A,cornish.edu/admission/apply,0,0,36845
326,f3cec010-aafe-4ac7-bea9-b70e89d897df,Concordia University Wisconsin,262-243-5700,12800 N Lake Shore Dr,Mequon,WI,53097-2402,http://www.cuw.edu/,1182.2073,24,N/A,N/A,N/A,3.47,0.64,3308,2468,Great Lakes,"Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Education:Homeland Security, Law Enforcement, Firefighting and Related Protective Services:Biological and Biomedical Sciences",0.78,12:1,private,calendar,N/A,N/A,N/A,Concordia University System:National Association of Independent Colleges and Universities,Northern Athletics Collegiate Conference:National Collegiate Athletic Association,N/A,Freddy the Falcon,Blue and White,7943,N/A,N/A,N/A,Nursing:Business:Occupational Therapy:Marketing:Human Resources:Exercise Physiology:Criminal Justice and Safety Studies:Finance:Sport and Fitness Management:Healthcare Management,"42,800",0.53,0.94,"16,323",0,0.23,August 15,recweb.cuw.edu/datatel.erecruiting.web.external/pages/applicationlist-loggedout.aspx?_ga=2.201155501.2022686834.1499699594-398495403.1499699594,898,1156,25849
327,5a3ea96a-8a54-4fde-9961-e1236d99f493,Covenant College,706-820-1560,14049 Scenic Highway,Lookout Mountain,GA,30750,http://www.covenant.edu/,926.331,26,590,625,N/A,3.68,0.98,946,43,Southeast,Multi/Interdisciplinary Studies:Social Sciences:Psychology:English Language and Literature/Letters:Visual and Performing Arts,0.86,12:1,private,campus,N/A,400 acres,"""In All ThingsChristPreeminent""",Covenant Theological Seminary:Southern Association of Colleges and Schools:Presbyterian Church in America:USA South Athletic Conference:Council for Christian Colleges and Universities:NCAA Division III:International Association for Promotion of Christian Higher Education,N/A,J. Derek Halvorson,N/A,blue&white,N/A,N/A,N/A,N/A,Biology:English:Economics:Psychology:Liberal Arts and Humanities:Elementary Education:Business:Biblical Studies:History:Sociology,"41,200",0.69,0.92,"21,187",35,0.25,February 1,covenant.edu/admissions/undergrad/apply,1130,1350,23353
328,3ca32be3-5f3d-419a-b4e1-254c5351368e,Crowley's Ridge College,870-236-6901,100 College Dr,Paragould,AR,72450-9731,http://www.crc.edu/,581.0072,N/A,N/A,N/A,N/A,N/A,N/A,189,25,Southeast,N/A,0.54,N/A,private,N/A,N/A,N/A,N/A,Churches of Christ,N/A,N/A,N/A,GreenandWhite,N/A,N/A,N/A,N/A,Liberal Arts and Humanities:Elementary Education:Physical Education Teaching and Coaching:Religious Studies:Business:Sport and Fitness Management:Marketing,"26,000",0.24,0.89,"6,861",0,0.64,Rolling Admissions,crc.edu/new_students/applicationform,0,0,13889
329,9b254f72-0ff8-4492-82d1-88e11e34bc0c,Crown College,952-446-4100,8700 College View Drive,St. Bonifacius,MN,55375-9001,http://www.crown.edu/,887.48206,22,527,526,N/A,3.22,0.56,1088,181,Plains,N/A,0.71,N/A,private,campus,N/A,215 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Biblical Studies:Religious Education:Business:Counseling Psychology:Communications:Nursing:Liberal Arts and Humanities:Religious Vocations:Biology:Criminal Justice and Safety Studies,"35,100",0.67,0.88,"14,972",25,0.41,N/A,crown.edu/admissions,830,1100,22622
330,01dcfdfd-776f-4a27-9ca8-739824b458d2,Culinary Institute LeNotre,713-692-0077,7070 Allensby,Houston,TX,77022-4322,http://www.culinaryinstitute.edu/,563.741,N/A,N/A,N/A,N/A,N/A,N/A,320,0,Southwest,"Business, Management, Marketing, and Related Support Services:Multi/Interdisciplinary Studies:Personal and Culinary Services",N/A,19:1,private,campus,N/A,170 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
331,e25e0c8e-a22c-4ba7-8506-e226ab675594,Criswell College,214-821-5433,4010 Gaston Avenue,Dallas,TX,75246-1537,http://www.criswell.edu/,688.9209,19,533,598,504,3.16,0.97,174,52,Southwest,"Bible/Biblical Studies:Psychology, General:Multi-/Interdisciplinary Studies, Other:Theological and Ministerial Studies, Other:Elementary Education and Teaching",N/A,8:1,private,semester,N/A,N/A,N/A,Southern Baptists of Texas Convention,N/A,N/A,N/A,"Navy, Gray, Yellow",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
332,ee9baec1-4f29-4000-80e1-bc70a63ac9a5,Creighton University,402-280-2700,2500 California Plaza,Omaha,NE,68178-0001,http://www.creighton.edu/,1185.3237,27,625,625,562,3.81,0.74,4431,4390,Plains,"Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Biological and Biomedical Sciences:Social Sciences:Psychology",0.89,11:1,private,campus,N/A,118 acres,Willing to Lead,Association of Jesuit Colleges and Universities:Association of Catholic Colleges and Universities:Roman Catholic Church:National Association of Independent Colleges and Universities,National Collegiate Athletic Association,N/A,Billy the Bluejay,Blue and White,8435,https://www.topuniversities.com/sites/default/files/creighton-university_592560df9988f300e23209b0_small.jpg,N/A,191-200,Nursing:Biology:Finance:Psychology:Marketing:Kinesiology and Exercise Science:Business:Accounting:Information Technology:Journalism,"59,700",0.81,0.95,"20,293",40,0.07,February 15,creighton.edu/apply,1070,1290,31481
333,fde687b9-8a02-468c-b49a-732c81b4ad6f,Cox College,417-269-3401,1423 N Jefferson,Springfield,MO,65802,http://www.coxcollege.edu/,671.65466,N/A,N/A,N/A,N/A,N/A,0.59,778,121,Plains,N/A,N/A,N/A,private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
334,befd4a4b-55be-4bd3-99f6-a5868069331c,Cumberland University,615-444-2562,1 Cumberland Square,Lebanon,TN,37087,http://www.cumberland.edu/,973.813,22,494,481,454,3.3,0.46,1254,227,Southeast,"Registered Nursing/Registered Nurse:Liberal Arts and Sciences, General Studies and Humanities, Other:Business Administration, Management and Operations, Other:Business/Commerce, General:Telecommunications Technology/Technician",0.65,16:1,private,campus,N/A,44 acres,N/A,N/A,National Association of Intercollegiate Athletics,N/A,N/A,Maroon and White,1500,N/A,N/A,N/A,Nursing:Business:Kinesiology and Exercise Science:Management Sciences and Information Systems:Criminal Justice and Law Enforcement Administration:Accounting:Arts:Liberal Arts and Humanities:Athletic Training:Biology,"38,700",0.5,0.92,"11,622",25,0.19,N/A,cumberland.edu/applynow,1030,1170,23175
335,22b8a514-d931-432c-bda6-cd6544539f7b,Culver-Stockton College,573-288-6000,One College Hill,Canton,MO,63435-1299,http://www.culver.edu/,909.06476,21,500,510,N/A,3.23,0.52,971,39,Plains,"Criminal Justice/Law Enforcement Administration:Business Administration and Management, General:Psychology, General:Accounting:Registered Nursing/Registered Nurse",0.64,14:1,private,campus,N/A,143 acres,N/A,Christian Church (Disciples of Christ),N/A,N/A,N/A,N/A,830,N/A,N/A,N/A,Business:Criminal Justice and Law Enforcement Administration:Psychology:Biology:Elementary Education:Nursing:Sport and Fitness Management:Finance:Accounting:History,"36,600",0.48,0.94,"17,175",0,0.55,N/A,myculver.com/ics/apply_now/undergraduate_admission.jnz?portlet=apply_online&formname=c-sc+admission+application,940,1080,20299
336,dfeb821f-7503-46ae-825d-4cfa5dec950c,Curry College,617-333-0500,1071 Blue Hill Ave,Milton,MA,02186-9984,http://www.curry.edu/,883.1655,21,509,516,459,2.97,0.93,2356,443,New England,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Homeland Security, Law Enforcement, Firefighting and Related Protective Services:Psychology:Communication, Journalism, and Related Programs",0.66,12:1,private,campus,N/A,131 acres,Rem Tene Verba Sequentur,N/A,National Collegiate Athletic Association,N/A,N/A,Purple and white,4700,N/A,N/A,N/A,Nursing:Criminal Justice and Safety Studies:Business:Communications:Psychology:Health Professions:Liberal Arts and Humanities:Education:Information Science:Biology,"45,900",0.52,0.95,"22,973",50,0.17,N/A,curry.edu/apply,930,1100,30565
337,9077335c-a466-430f-a5c3-a5720db0d21a,Curtis Institute of Music,215-893-5252,1726 Locust St,Philadelphia,PA,19103-6107,http://www.curtis.edu/,563.741,N/A,N/A,N/A,N/A,N/A,N/A,135,29,Mid East,N/A,N/A,N/A,private,N/A,N/A,N/A,N/A,N/A,N/A,Roberto Díaz (violist),N/A,N/A,167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338,adab652a-1a6d-446a-b8ce-979705b82a15,Cypress College,714-484-7000,9200 Valley View,Cypress,CA,90630-5897,http://www.cypresscollege.edu/,891.7986,N/A,N/A,N/A,N/A,N/A,N/A,15439,0,Far West,N/A,N/A,N/A,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
339,8e46f3c2-71ca-40a8-8939-eaaffe047de6,Daemen College,716-839-3600,4380 Main St,Amherst,NY,14226-3592,http://www.daemen.edu/,1081.7267,24,562,563,487,90.8,0.49,1739,897,Mid East,"Health Professions and Related Programs:Multi/Interdisciplinary Studies:Business, Management, Marketing, and Related Support Services:Visual and Performing Arts:Psychology",0.78,11:1,private,campus,N/A,35 acres,A World of Opportunity,N/A,N/A,Gary A. Olson,N/A,Blue and White,3005,N/A,N/A,N/A,"Nursing:Natural Sciences:Accounting:Foods, Nutrition, and Wellness Studies:Graphic Design:Psychology:Social Work and Youth Services:Liberal Arts and Humanities:Business Support Services:Human Resources","42,800",0.55,0.95,"20,429",25,0.14,Rolling Admissions,daemen.edu/admissions/next-steps/apply-now,0,0,17181
340,a55c7d81-262c-4c67-b4a8-3b0c75b9c0ca,Dakota State University,605-256-5111,820 N Washington Ave,Madison,SD,57042-1799,http://www.dsu.edu/,891.7986,23,514,500,N/A,3.66,0.77,2818,450,Plains,"Computer and Information Sciences and Support Services:Education:Business, Management, Marketing, and Related Support Services:Liberal Arts and Sciences, General Studies and Humanities:Health Professions and Related Programs",0.69,19:1,public,campus,N/A,62 acres,"Technically, we're better.",N/A,N/A,N/A,N/A,Yellow and Reflex Blue,3047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
341,bebe8999-7184-4f73-913d-ce1de0ac0392,Dakota Wesleyan University,605-995-2600,1200 W University Ave,Mitchell,SD,57301-4398,http://www.dwu.edu/,917.69794,22,510,500,470,3.36,0.73,759,77,Plains,"Registered Nursing/Registered Nurse:Elementary Education and Teaching:Accounting:Athletic Training/Trainer:Biology/Biological Sciences, General",0.69,11:1,private,campus,N/A,55 acres,Sacrifice or Service,"National Association of Independent Colleges and Universities:International Association of Methodist...d Schools, Colleges, and Universities:Council of Independent Colleges",National Association of Intercollegiate Athletics,N/A,N/A,Royal Blue&White,733,N/A,N/A,N/A,Nursing:Business:Biology:Sport and Fitness Management:Accounting:Kinesiology and Exercise Science:Psychology:Criminal Justice and Safety Studies:Human Services:Biochemistry and Molecular Biology,"37,200",0.52,0.92,"16,299",0,0.63,Rolling Admissions,dwu.edu/apply,750,1170,20948
342,0470289c-91f1-40c8-a520-b6450d80a612,Dallas Baptist University,214-333-7100,3000 Mountain Creek Parkway,Dallas,TX,75211-9299,http://www.dbu.edu/,1098.9928,24,563,582,N/A,3.81,0.9,2883,1604,Southwest,"Multi-/Interdisciplinary Studies, Other:Business Administration and Management, General:Psychology, General:Biology/Biological Sciences, General:Elementary Education and Teaching",0.74,13:1,private,campus,N/A,368 acres,N/A,Missouri Valley Conference:Heartland Conference:Baptist General Convention of Texas,NCAA Division II:NCAA Division I,N/A,N/A,"Red, White, Blue",N/A,N/A,N/A,N/A,Liberal Arts and Humanities:Business:Psychology:Religious Education:Communications:Biology:Physical Education Teaching and Coaching:Music Management:Marketing:Finance,"43,200",0.58,0.9,"12,111",25,0.09,N/A,dbu.edu/admissions/applications,1090,1250,25693
343,17424b9a-8dd0-49e3-8099-c016be1dee4d,Dalton State College,706-272-4436,650 College Drive,Dalton,GA,30720,http://www.daltonstate.edu/,831.3669,19,442,461,N/A,3.1,N/A,5188,0,Southeast,N/A,0.76,N/A,public,N/A,N/A,N/A,N/A,University System of Georgia:Commission on Colleges of the Southern Association of Colleges and Schools,N/A,N/A,N/A,Blue and silver,5047,N/A,N/A,N/A,Liberal Arts and Humanities:Nursing:Business:Early Childhood Education:Biology:Criminal Justice and Law Enforcement Administration:Accounting:Psychology:Licensed Practical Nurse Training (LPN):Marketing,"32,300",0.2,0.87,"5,137",30,0.02,N/A,daltonstate.edu/admissions/admissions-resource-center.cms,0,0,5768
344,fcc815bf-00dc-40cb-9fbc-b0f2cb32b718,Delaware Valley University,215-345-1500,700 E Butler Ave,Doylestown,PA,18901-2697,http://www.delval.edu/,904.7482,23,526,539,471,3.3,0.93,1924,445,Mid East,"Agriculture, Agriculture Operations, and Related Sciences:Business, Management, Marketing, and Related Support Services:Biological and Biomedical Sciences:Natural Resources and Conservation:Psychology",0.7,13:1,private,campus,N/A,570 acres,N/A,N/A,N/A,N/A,Ram,GreenGold,N/A,N/A,N/A,N/A,Animal Sciences and Husbandry:Business:Wildlife and Fisheries Management:Biology:Equine Studies:Zoology and Entomology:Criminal Justice and Law Enforcement Administration:Environmental Science:Counseling Psychology:Food Science,"42,100",0.56,0.94,"22,581",50,0.29,N/A,delval.edu/admission/apply-now,960,1160,29444
345,70664ee6-faf6-49ff-bc0d-6f38e615aa3a,Denison University,740-587-0810,100 West College St,Granville,OH,43023,http://www.denison.edu/,930.6475,29,668,636,N/A,3.7,0.29,2293,0,Great Lakes,"Social Sciences:Biological and Biomedical Sciences:Business, Management, Marketing, and Related Support Services:Communication, Journalism, and Related Programs:Visual and Performing Arts",0.9,9:1,private,campus,N/A,850 acres,N/A,Great Lakes Colleges Association:Five Colleges of Ohio:Oberlin Group:Consortium of Liberal Arts Colleges:Annapolis Group,National Collegiate Athletic Association,N/A,N/A,Red and White,N/A,N/A,N/A,N/A,Economics:Communications:Psychology:Biology:Political Science and Government:Sociology:Environmental Science:Education:Professional and Technical Writing:Spanish Language and Literature,"48,800",0.86,0.95,"30,783",0,0.24,January 15,denison.edu/campus/admissions/apply-to-denison,1200,1380,32290
346,06a3df23-11ae-42ad-bf27-49e08fb46e31,Delta State University,662-846-3000,1003 W Sunflower Road,Cleveland,MS,38733-0001,http://www.deltastate.edu/,973.813,21,560,556,450,3.35,0.94,3109,642,Southeast,"Registered Nursing/Registered Nurse:Physical Education Teaching and Coaching:Biology/Biological Sciences, General:Elementary Education and Teaching:Family and Consumer Sciences/Human Sciences, General",0.68,13:1,public,campus,N/A,332 acres,N/A,N/A,National Collegiate Athletic Association,N/A,N/A,Green and White,3324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
